x-axis,1,2,3
second,Volt,Volt,Volt
-106.300E-03,+1.381250E+00,+500.000E-03,+818.250E-03
-106.200E-03,+1.568750E+00,+687.500E-03,+1.099500E+00
-106.100E-03,+1.787500E+00,+937.500E-03,+1.412000E+00
-106.000E-03,+2.006250E+00,+1.218750E+00,+1.724500E+00
-105.900E-03,+2.162500E+00,+1.468750E+00,+1.943250E+00
-105.800E-03,+2.256250E+00,+1.812500E+00,+2.224500E+00
-105.700E-03,+2.318750E+00,+2.000000E+00,+2.443250E+00
-105.600E-03,+2.287500E+00,+2.218750E+00,+2.630750E+00
-105.500E-03,+2.256250E+00,+2.468750E+00,+2.724500E+00
-105.400E-03,+2.225000E+00,+2.562500E+00,+2.818250E+00
-105.300E-03,+2.068750E+00,+2.656250E+00,+2.787000E+00
-105.200E-03,+1.912500E+00,+2.656250E+00,+2.662000E+00
-105.100E-03,+1.756250E+00,+2.593750E+00,+2.505750E+00
-105.000E-03,+1.506250E+00,+2.500000E+00,+2.255750E+00
-104.900E-03,+1.287500E+00,+2.312500E+00,+2.005750E+00
-104.800E-03,+1.068750E+00,+2.093750E+00,+1.693250E+00
-104.700E-03,+912.500E-03,+1.843750E+00,+1.380750E+00
-104.600E-03,+756.250E-03,+1.531250E+00,+1.068250E+00
-104.500E-03,+600.000E-03,+1.218750E+00,+787.000E-03
-104.400E-03,+537.500E-03,+937.500E-03,+537.000E-03
-104.300E-03,+475.000E-03,+687.500E-03,+349.500E-03
-104.200E-03,+537.500E-03,+500.000E-03,+224.500E-03
-104.100E-03,+600.000E-03,+312.500E-03,+162.000E-03
-104.000E-03,+725.000E-03,+218.750E-03,+130.750E-03
-103.900E-03,+881.250E-03,+187.500E-03,+255.750E-03
-103.800E-03,+1.100000E+00,+250.000E-03,+349.500E-03
-103.700E-03,+1.287500E+00,+312.500E-03,+599.500E-03
-103.600E-03,+1.537500E+00,+531.250E-03,+912.000E-03
-103.500E-03,+1.756250E+00,+750.000E-03,+1.162000E+00
-103.400E-03,+1.975000E+00,+1.000000E+00,+1.505750E+00
-103.300E-03,+2.131250E+00,+1.312500E+00,+1.818250E+00
-103.200E-03,+2.256250E+00,+1.593750E+00,+2.130750E+00
-103.100E-03,+2.318750E+00,+1.906250E+00,+2.380750E+00
-103.000E-03,+2.350000E+00,+2.187500E+00,+2.662000E+00
-102.900E-03,+2.287500E+00,+2.406250E+00,+2.755750E+00
-102.800E-03,+2.162500E+00,+2.562500E+00,+2.787000E+00
-102.700E-03,+2.037500E+00,+2.656250E+00,+2.818250E+00
-102.600E-03,+1.881250E+00,+2.687500E+00,+2.693250E+00
-102.500E-03,+1.662500E+00,+2.656250E+00,+2.505750E+00
-102.400E-03,+1.443750E+00,+2.500000E+00,+2.224500E+00
-102.300E-03,+1.193750E+00,+2.312500E+00,+1.943250E+00
-102.200E-03,+1.006250E+00,+2.062500E+00,+1.630750E+00
-102.100E-03,+756.250E-03,+1.750000E+00,+1.318250E+00
-102.000E-03,+600.000E-03,+1.468750E+00,+974.500E-03
-101.900E-03,+537.500E-03,+1.156250E+00,+599.500E-03
-101.800E-03,+506.250E-03,+843.750E-03,+412.000E-03
-101.700E-03,+506.250E-03,+593.750E-03,+224.500E-03
-101.600E-03,+568.750E-03,+375.000E-03,+68.250E-03
-101.500E-03,+725.000E-03,+250.000E-03,+130.750E-03
-101.400E-03,+881.250E-03,+187.500E-03,+193.250E-03
-101.300E-03,+1.100000E+00,+218.750E-03,+287.000E-03
-101.200E-03,+1.350000E+00,+312.500E-03,+505.750E-03
-101.100E-03,+1.600000E+00,+437.500E-03,+818.250E-03
-101.000E-03,+1.756250E+00,+687.500E-03,+1.130750E+00
-100.900E-03,+1.943750E+00,+968.750E-03,+1.505750E+00
-100.800E-03,+2.131250E+00,+1.281250E+00,+1.849500E+00
-100.700E-03,+2.256250E+00,+1.593750E+00,+2.193250E+00
-100.600E-03,+2.318750E+00,+1.937500E+00,+2.474500E+00
-100.500E-03,+2.287500E+00,+2.218750E+00,+2.693250E+00
-100.400E-03,+2.256250E+00,+2.437500E+00,+2.755750E+00
-100.300E-03,+2.100000E+00,+2.562500E+00,+2.818250E+00
-100.200E-03,+1.881250E+00,+2.687500E+00,+2.818250E+00
-100.100E-03,+1.756250E+00,+2.656250E+00,+2.599500E+00
-100.000E-03,+1.475000E+00,+2.593750E+00,+2.443250E+00
-99.900E-03,+1.256250E+00,+2.437500E+00,+2.130750E+00
-99.800E-03,+975.000E-03,+2.187500E+00,+1.787000E+00
-99.700E-03,+787.500E-03,+1.937500E+00,+1.412000E+00
-99.600E-03,+600.000E-03,+1.593750E+00,+1.068250E+00
-99.500E-03,+506.250E-03,+1.218750E+00,+724.500E-03
-99.400E-03,+506.250E-03,+968.750E-03,+474.500E-03
-99.300E-03,+506.250E-03,+625.000E-03,+255.750E-03
-99.200E-03,+600.000E-03,+406.250E-03,+130.750E-03
-99.100E-03,+756.250E-03,+281.250E-03,+99.500E-03
-99.000E-03,+975.000E-03,+187.500E-03,+162.000E-03
-98.900E-03,+1.193750E+00,+187.500E-03,+318.250E-03
-98.800E-03,+1.443750E+00,+281.250E-03,+537.000E-03
-98.700E-03,+1.725000E+00,+468.750E-03,+880.750E-03
-98.600E-03,+1.881250E+00,+718.750E-03,+1.224500E+00
-98.500E-03,+2.068750E+00,+1.031250E+00,+1.568250E+00
-98.400E-03,+2.225000E+00,+1.375000E+00,+1.943250E+00
-98.300E-03,+2.318750E+00,+1.687500E+00,+2.287000E+00
-98.200E-03,+2.318750E+00,+2.000000E+00,+2.505750E+00
-98.100E-03,+2.287500E+00,+2.281250E+00,+2.755750E+00
-98.000E-03,+2.100000E+00,+2.500000E+00,+2.818250E+00
-97.900E-03,+1.975000E+00,+2.656250E+00,+2.818250E+00
-97.800E-03,+1.756250E+00,+2.687500E+00,+2.693250E+00
-97.700E-03,+1.506250E+00,+2.625000E+00,+2.505750E+00
-97.600E-03,+1.256250E+00,+2.531250E+00,+2.224500E+00
-97.500E-03,+1.037500E+00,+2.281250E+00,+1.849500E+00
-97.400E-03,+787.500E-03,+2.000000E+00,+1.505750E+00
-97.300E-03,+631.250E-03,+1.656250E+00,+1.099500E+00
-97.200E-03,+506.250E-03,+1.343750E+00,+755.750E-03
-97.100E-03,+475.000E-03,+968.750E-03,+474.500E-03
-97.000E-03,+537.500E-03,+718.750E-03,+255.750E-03
-96.900E-03,+631.250E-03,+406.250E-03,+162.000E-03
-96.800E-03,+850.000E-03,+281.250E-03,+37.000E-03
-96.700E-03,+1.068750E+00,+187.500E-03,+162.000E-03
-96.600E-03,+1.287500E+00,+218.750E-03,+318.250E-03
-96.500E-03,+1.568750E+00,+312.500E-03,+630.750E-03
-96.400E-03,+1.818750E+00,+562.500E-03,+943.250E-03
-96.300E-03,+2.068750E+00,+812.500E-03,+1.318250E+00
-96.200E-03,+2.193750E+00,+1.125000E+00,+1.724500E+00
-96.100E-03,+2.318750E+00,+1.500000E+00,+2.068250E+00
-96.000E-03,+2.318750E+00,+1.843750E+00,+2.412000E+00
-95.900E-03,+2.256250E+00,+2.156250E+00,+2.662000E+00
-95.800E-03,+2.162500E+00,+2.406250E+00,+2.818250E+00
-95.700E-03,+1.975000E+00,+2.593750E+00,+2.818250E+00
-95.600E-03,+1.725000E+00,+2.656250E+00,+2.755750E+00
-95.500E-03,+1.475000E+00,+2.687500E+00,+2.568250E+00
-95.400E-03,+1.225000E+00,+2.562500E+00,+2.255750E+00
-95.300E-03,+975.000E-03,+2.343750E+00,+1.943250E+00
-95.200E-03,+787.500E-03,+2.031250E+00,+1.568250E+00
-95.100E-03,+568.750E-03,+1.718750E+00,+1.193250E+00
-95.000E-03,+537.500E-03,+1.375000E+00,+818.250E-03
-94.900E-03,+475.000E-03,+1.031250E+00,+474.500E-03
-94.800E-03,+568.750E-03,+687.500E-03,+255.750E-03
-94.700E-03,+693.750E-03,+468.750E-03,+99.500E-03
-94.600E-03,+943.750E-03,+281.250E-03,+99.500E-03
-94.500E-03,+1.193750E+00,+187.500E-03,+193.250E-03
-94.400E-03,+1.443750E+00,+250.000E-03,+412.000E-03
-94.300E-03,+1.693750E+00,+375.000E-03,+724.500E-03
-94.200E-03,+1.912500E+00,+593.750E-03,+1.068250E+00
-94.100E-03,+2.162500E+00,+906.250E-03,+1.505750E+00
-94.000E-03,+2.256250E+00,+1.250000E+00,+1.849500E+00
-93.900E-03,+2.318750E+00,+1.562500E+00,+2.224500E+00
-93.800E-03,+2.287500E+00,+1.937500E+00,+2.505750E+00
-93.700E-03,+2.193750E+00,+2.218750E+00,+2.724500E+00
-93.600E-03,+2.006250E+00,+2.500000E+00,+2.818250E+00
-93.500E-03,+1.787500E+00,+2.625000E+00,+2.755750E+00
-93.400E-03,+1.506250E+00,+2.656250E+00,+2.630750E+00
-93.300E-03,+1.256250E+00,+2.562500E+00,+2.349500E+00
-93.200E-03,+1.006250E+00,+2.406250E+00,+2.099500E+00
-93.100E-03,+787.500E-03,+2.125000E+00,+1.662000E+00
-93.000E-03,+631.250E-03,+1.812500E+00,+1.287000E+00
-92.900E-03,+506.250E-03,+1.437500E+00,+880.750E-03
-92.800E-03,+506.250E-03,+1.093750E+00,+537.000E-03
-92.700E-03,+568.750E-03,+812.500E-03,+255.750E-03
-92.600E-03,+725.000E-03,+531.250E-03,+99.500E-03
-92.500E-03,+975.000E-03,+312.500E-03,+162.000E-03
-92.400E-03,+1.256250E+00,+250.000E-03,+224.500E-03
-92.300E-03,+1.506250E+00,+281.250E-03,+443.250E-03
-92.200E-03,+1.818750E+00,+406.250E-03,+724.500E-03
-92.100E-03,+2.037500E+00,+656.250E-03,+1.130750E+00
-92.000E-03,+2.193750E+00,+937.500E-03,+1.537000E+00
-91.900E-03,+2.318750E+00,+1.281250E+00,+1.943250E+00
-91.800E-03,+2.318750E+00,+1.687500E+00,+2.287000E+00
-91.700E-03,+2.225000E+00,+1.968750E+00,+2.599500E+00
-91.600E-03,+2.100000E+00,+2.281250E+00,+2.755750E+00
-91.500E-03,+1.881250E+00,+2.468750E+00,+2.787000E+00
-91.400E-03,+1.600000E+00,+2.625000E+00,+2.755750E+00
-91.300E-03,+1.318750E+00,+2.593750E+00,+2.505750E+00
-91.200E-03,+1.068750E+00,+2.500000E+00,+2.193250E+00
-91.100E-03,+818.750E-03,+2.281250E+00,+1.912000E+00
-91.000E-03,+600.000E-03,+1.968750E+00,+1.443250E+00
-90.900E-03,+506.250E-03,+1.625000E+00,+1.037000E+00
-90.800E-03,+475.000E-03,+1.281250E+00,+630.750E-03
-90.700E-03,+568.750E-03,+875.000E-03,+412.000E-03
-90.600E-03,+725.000E-03,+593.750E-03,+193.250E-03
-90.500E-03,+975.000E-03,+375.000E-03,+130.750E-03
-90.400E-03,+1.287500E+00,+312.500E-03,+224.500E-03
-90.300E-03,+1.568750E+00,+312.500E-03,+412.000E-03
-90.200E-03,+1.787500E+00,+406.250E-03,+755.750E-03
-90.100E-03,+2.100000E+00,+625.000E-03,+1.068250E+00
-90.000E-03,+2.162500E+00,+906.250E-03,+1.505750E+00
-89.900E-03,+2.287500E+00,+1.312500E+00,+1.912000E+00
-89.800E-03,+2.318750E+00,+1.625000E+00,+2.255750E+00
-89.700E-03,+2.193750E+00,+2.000000E+00,+2.537000E+00
-89.600E-03,+1.975000E+00,+2.250000E+00,+2.693250E+00
-89.500E-03,+1.756250E+00,+2.468750E+00,+2.755750E+00
-89.400E-03,+1.475000E+00,+2.562500E+00,+2.662000E+00
-89.300E-03,+1.193750E+00,+2.562500E+00,+2.443250E+00
-89.200E-03,+881.250E-03,+2.406250E+00,+2.130750E+00
-89.100E-03,+693.750E-03,+2.156250E+00,+1.755750E+00
-89.000E-03,+537.500E-03,+1.843750E+00,+1.287000E+00
-88.900E-03,+506.250E-03,+1.500000E+00,+943.250E-03
-88.800E-03,+568.750E-03,+1.093750E+00,+537.000E-03
-88.700E-03,+662.500E-03,+812.500E-03,+318.250E-03
-88.600E-03,+912.500E-03,+562.500E-03,+162.000E-03
-88.500E-03,+1.193750E+00,+375.000E-03,+193.250E-03
-88.400E-03,+1.475000E+00,+281.250E-03,+349.500E-03
-88.300E-03,+1.787500E+00,+375.000E-03,+630.750E-03
-88.200E-03,+2.006250E+00,+531.250E-03,+974.500E-03
-88.100E-03,+2.225000E+00,+812.500E-03,+1.349500E+00
-88.000E-03,+2.287500E+00,+1.156250E+00,+1.787000E+00
-87.900E-03,+2.318750E+00,+1.531250E+00,+2.162000E+00
-87.800E-03,+2.193750E+00,+1.875000E+00,+2.474500E+00
-87.700E-03,+2.006250E+00,+2.156250E+00,+2.693250E+00
-87.600E-03,+1.787500E+00,+2.437500E+00,+2.724500E+00
-87.500E-03,+1.443750E+00,+2.562500E+00,+2.662000E+00
-87.400E-03,+1.193750E+00,+2.500000E+00,+2.443250E+00
-87.300E-03,+850.000E-03,+2.375000E+00,+2.130750E+00
-87.200E-03,+662.500E-03,+2.187500E+00,+1.755750E+00
-87.100E-03,+537.500E-03,+1.843750E+00,+1.287000E+00
-87.000E-03,+475.000E-03,+1.468750E+00,+943.250E-03
-86.900E-03,+537.500E-03,+1.156250E+00,+568.250E-03
-86.800E-03,+725.000E-03,+812.500E-03,+380.750E-03
-86.700E-03,+943.750E-03,+562.500E-03,+224.500E-03
-86.600E-03,+1.318750E+00,+406.250E-03,+287.000E-03
-86.500E-03,+1.600000E+00,+375.000E-03,+443.250E-03
-86.400E-03,+1.881250E+00,+437.500E-03,+724.500E-03
-86.300E-03,+2.100000E+00,+593.750E-03,+1.068250E+00
-86.200E-03,+2.287500E+00,+875.000E-03,+1.474500E+00
-86.100E-03,+2.287500E+00,+1.250000E+00,+1.912000E+00
-86.000E-03,+2.256250E+00,+1.593750E+00,+2.255750E+00
-85.900E-03,+2.131250E+00,+1.968750E+00,+2.537000E+00
-85.800E-03,+1.850000E+00,+2.218750E+00,+2.693250E+00
-85.700E-03,+1.568750E+00,+2.406250E+00,+2.630750E+00
-85.600E-03,+1.287500E+00,+2.500000E+00,+2.505750E+00
-85.500E-03,+975.000E-03,+2.468750E+00,+2.287000E+00
-85.400E-03,+756.250E-03,+2.250000E+00,+1.880750E+00
-85.300E-03,+600.000E-03,+2.000000E+00,+1.568250E+00
-85.200E-03,+506.250E-03,+1.656250E+00,+1.099500E+00
-85.100E-03,+537.500E-03,+1.312500E+00,+724.500E-03
-85.000E-03,+693.750E-03,+937.500E-03,+443.250E-03
-84.900E-03,+975.000E-03,+687.500E-03,+255.750E-03
-84.800E-03,+1.256250E+00,+468.750E-03,+255.750E-03
-84.700E-03,+1.568750E+00,+406.250E-03,+443.250E-03
-84.600E-03,+1.912500E+00,+468.750E-03,+662.000E-03
-84.500E-03,+2.131250E+00,+625.000E-03,+974.500E-03
-84.400E-03,+2.256250E+00,+875.000E-03,+1.380750E+00
-84.300E-03,+2.318750E+00,+1.250000E+00,+1.818250E+00
-84.200E-03,+2.225000E+00,+1.562500E+00,+2.193250E+00
-84.100E-03,+2.100000E+00,+1.875000E+00,+2.412000E+00
-84.000E-03,+1.818750E+00,+2.187500E+00,+2.599500E+00
-83.900E-03,+1.537500E+00,+2.375000E+00,+2.568250E+00
-83.800E-03,+1.193750E+00,+2.468750E+00,+2.505750E+00
-83.700E-03,+912.500E-03,+2.406250E+00,+2.193250E+00
-83.600E-03,+662.500E-03,+2.187500E+00,+1.849500E+00
-83.500E-03,+537.500E-03,+1.937500E+00,+1.474500E+00
-83.400E-03,+475.000E-03,+1.593750E+00,+1.068250E+00
-83.300E-03,+631.250E-03,+1.281250E+00,+693.250E-03
-83.200E-03,+756.250E-03,+937.500E-03,+443.250E-03
-83.100E-03,+1.068750E+00,+656.250E-03,+287.000E-03
-83.000E-03,+1.350000E+00,+500.000E-03,+318.250E-03
-82.900E-03,+1.725000E+00,+437.500E-03,+537.000E-03
-82.800E-03,+2.006250E+00,+562.500E-03,+787.000E-03
-82.700E-03,+2.225000E+00,+750.000E-03,+1.162000E+00
-82.600E-03,+2.318750E+00,+1.000000E+00,+1.568250E+00
-82.500E-03,+2.256250E+00,+1.343750E+00,+1.974500E+00
-82.400E-03,+2.193750E+00,+1.718750E+00,+2.255750E+00
-82.300E-03,+1.912500E+00,+1.968750E+00,+2.505750E+00
-82.200E-03,+1.600000E+00,+2.218750E+00,+2.599500E+00
-82.100E-03,+1.287500E+00,+2.375000E+00,+2.505750E+00
-82.000E-03,+1.006250E+00,+2.375000E+00,+2.318250E+00
-81.900E-03,+725.000E-03,+2.281250E+00,+2.005750E+00
-81.800E-03,+568.750E-03,+2.062500E+00,+1.599500E+00
-81.700E-03,+506.250E-03,+1.718750E+00,+1.224500E+00
-81.600E-03,+568.750E-03,+1.406250E+00,+880.750E-03
-81.500E-03,+756.250E-03,+1.062500E+00,+537.000E-03
-81.400E-03,+1.006250E+00,+812.500E-03,+412.000E-03
-81.300E-03,+1.350000E+00,+593.750E-03,+380.750E-03
-81.200E-03,+1.693750E+00,+531.250E-03,+537.000E-03
-81.100E-03,+2.006250E+00,+562.500E-03,+755.750E-03
-81.000E-03,+2.193750E+00,+718.750E-03,+1.130750E+00
-80.900E-03,+2.318750E+00,+937.500E-03,+1.505750E+00
-80.800E-03,+2.287500E+00,+1.312500E+00,+1.912000E+00
-80.700E-03,+2.100000E+00,+1.656250E+00,+2.224500E+00
-80.600E-03,+1.943750E+00,+1.968750E+00,+2.474500E+00
-80.500E-03,+1.568750E+00,+2.187500E+00,+2.537000E+00
-80.400E-03,+1.287500E+00,+2.343750E+00,+2.443250E+00
-80.300E-03,+943.750E-03,+2.312500E+00,+2.255750E+00
-80.200E-03,+693.750E-03,+2.218750E+00,+1.943250E+00
-80.100E-03,+537.500E-03,+2.000000E+00,+1.568250E+00
-80.000E-03,+506.250E-03,+1.687500E+00,+1.162000E+00
-79.900E-03,+631.250E-03,+1.343750E+00,+849.500E-03
-79.800E-03,+818.750E-03,+1.031250E+00,+537.000E-03
-79.700E-03,+1.131250E+00,+781.250E-03,+412.000E-03
-79.600E-03,+1.475000E+00,+593.750E-03,+443.250E-03
-79.500E-03,+1.818750E+00,+562.500E-03,+568.250E-03
-79.400E-03,+2.068750E+00,+625.000E-03,+880.750E-03
-79.300E-03,+2.256250E+00,+812.500E-03,+1.224500E+00
-79.200E-03,+2.318750E+00,+1.093750E+00,+1.599500E+00
-79.100E-03,+2.256250E+00,+1.437500E+00,+1.974500E+00
-79.000E-03,+2.068750E+00,+1.750000E+00,+2.255750E+00
-78.900E-03,+1.756250E+00,+2.031250E+00,+2.474500E+00
-78.800E-03,+1.412500E+00,+2.218750E+00,+2.474500E+00
-78.700E-03,+1.100000E+00,+2.281250E+00,+2.349500E+00
-78.600E-03,+787.500E-03,+2.250000E+00,+2.099500E+00
-78.500E-03,+600.000E-03,+2.093750E+00,+1.724500E+00
-78.400E-03,+506.250E-03,+1.812500E+00,+1.412000E+00
-78.300E-03,+568.750E-03,+1.531250E+00,+1.005750E+00
-78.200E-03,+756.250E-03,+1.187500E+00,+693.250E-03
-78.100E-03,+1.037500E+00,+906.250E-03,+537.000E-03
-78.000E-03,+1.350000E+00,+718.750E-03,+474.500E-03
-77.900E-03,+1.725000E+00,+593.750E-03,+537.000E-03
-77.800E-03,+1.975000E+00,+625.000E-03,+787.000E-03
-77.700E-03,+2.225000E+00,+781.250E-03,+1.130750E+00
-77.600E-03,+2.318750E+00,+1.062500E+00,+1.505750E+00
-77.500E-03,+2.256250E+00,+1.343750E+00,+1.880750E+00
-77.400E-03,+2.068750E+00,+1.625000E+00,+2.193250E+00
-77.300E-03,+1.787500E+00,+1.937500E+00,+2.380750E+00
-77.200E-03,+1.443750E+00,+2.156250E+00,+2.443250E+00
-77.100E-03,+1.100000E+00,+2.250000E+00,+2.318250E+00
-77.000E-03,+818.750E-03,+2.218750E+00,+2.099500E+00
-76.900E-03,+568.750E-03,+2.125000E+00,+1.787000E+00
-76.800E-03,+537.500E-03,+1.812500E+00,+1.412000E+00
-76.700E-03,+600.000E-03,+1.562500E+00,+1.037000E+00
-76.600E-03,+787.500E-03,+1.250000E+00,+724.500E-03
-76.500E-03,+1.068750E+00,+937.500E-03,+568.250E-03
-76.400E-03,+1.412500E+00,+750.000E-03,+505.750E-03
-76.300E-03,+1.756250E+00,+656.250E-03,+599.500E-03
-76.200E-03,+2.100000E+00,+687.500E-03,+849.500E-03
-76.100E-03,+2.256250E+00,+812.500E-03,+1.193250E+00
-76.000E-03,+2.287500E+00,+1.093750E+00,+1.537000E+00
-75.900E-03,+2.256250E+00,+1.375000E+00,+1.943250E+00
-75.800E-03,+2.006250E+00,+1.687500E+00,+2.224500E+00
-75.700E-03,+1.693750E+00,+1.937500E+00,+2.349500E+00
-75.600E-03,+1.350000E+00,+2.125000E+00,+2.412000E+00
-75.500E-03,+975.000E-03,+2.218750E+00,+2.287000E+00
-75.400E-03,+756.250E-03,+2.187500E+00,+2.037000E+00
-75.300E-03,+537.500E-03,+2.000000E+00,+1.693250E+00
-75.200E-03,+537.500E-03,+1.750000E+00,+1.287000E+00
-75.100E-03,+662.500E-03,+1.468750E+00,+943.250E-03
-75.000E-03,+881.250E-03,+1.156250E+00,+693.250E-03
-74.900E-03,+1.193750E+00,+875.000E-03,+599.500E-03
-74.800E-03,+1.600000E+00,+718.750E-03,+537.000E-03
-74.700E-03,+1.912500E+00,+656.250E-03,+724.500E-03
-74.600E-03,+2.225000E+00,+750.000E-03,+1.005750E+00
-74.500E-03,+2.318750E+00,+937.500E-03,+1.349500E+00
-74.400E-03,+2.287500E+00,+1.187500E+00,+1.724500E+00
-74.300E-03,+2.100000E+00,+1.500000E+00,+2.037000E+00
-74.200E-03,+1.850000E+00,+1.781250E+00,+2.224500E+00
-74.100E-03,+1.475000E+00,+2.031250E+00,+2.380750E+00
-74.000E-03,+1.100000E+00,+2.156250E+00,+2.287000E+00
-73.900E-03,+787.500E-03,+2.156250E+00,+2.099500E+00
-73.800E-03,+568.750E-03,+2.062500E+00,+1.818250E+00
-73.700E-03,+506.250E-03,+1.843750E+00,+1.412000E+00
-73.600E-03,+631.250E-03,+1.562500E+00,+1.099500E+00
-73.500E-03,+787.500E-03,+1.250000E+00,+818.250E-03
-73.400E-03,+1.131250E+00,+968.750E-03,+599.500E-03
-73.300E-03,+1.506250E+00,+781.250E-03,+599.500E-03
-73.200E-03,+1.850000E+00,+718.750E-03,+693.250E-03
-73.100E-03,+2.162500E+00,+718.750E-03,+912.000E-03
-73.000E-03,+2.256250E+00,+906.250E-03,+1.287000E+00
-72.900E-03,+2.287500E+00,+1.156250E+00,+1.662000E+00
-72.800E-03,+2.100000E+00,+1.468750E+00,+1.974500E+00
-72.700E-03,+1.881250E+00,+1.750000E+00,+2.224500E+00
-72.600E-03,+1.537500E+00,+1.968750E+00,+2.349500E+00
-72.500E-03,+1.131250E+00,+2.125000E+00,+2.287000E+00
-72.400E-03,+787.500E-03,+2.125000E+00,+2.099500E+00
-72.300E-03,+600.000E-03,+2.000000E+00,+1.787000E+00
-72.200E-03,+506.250E-03,+1.875000E+00,+1.443250E+00
-72.100E-03,+600.000E-03,+1.531250E+00,+1.099500E+00
-72.000E-03,+818.750E-03,+1.281250E+00,+818.250E-03
-71.900E-03,+1.162500E+00,+1.000000E+00,+630.750E-03
-71.800E-03,+1.568750E+00,+781.250E-03,+630.750E-03
-71.700E-03,+1.912500E+00,+750.000E-03,+724.500E-03
-71.600E-03,+2.131250E+00,+812.500E-03,+1.037000E+00
-71.500E-03,+2.287500E+00,+1.000000E+00,+1.349500E+00
-71.400E-03,+2.256250E+00,+1.187500E+00,+1.662000E+00
-71.300E-03,+2.100000E+00,+1.500000E+00,+1.974500E+00
-71.200E-03,+1.787500E+00,+1.750000E+00,+2.193250E+00
-71.100E-03,+1.381250E+00,+1.968750E+00,+2.255750E+00
-71.000E-03,+1.068750E+00,+2.093750E+00,+2.193250E+00
-70.900E-03,+725.000E-03,+2.093750E+00,+2.037000E+00
-70.800E-03,+568.750E-03,+1.968750E+00,+1.724500E+00
-70.700E-03,+568.750E-03,+1.750000E+00,+1.349500E+00
-70.600E-03,+693.750E-03,+1.500000E+00,+1.037000E+00
-70.500E-03,+1.006250E+00,+1.187500E+00,+787.000E-03
-70.400E-03,+1.318750E+00,+1.000000E+00,+630.750E-03
-70.300E-03,+1.662500E+00,+812.500E-03,+662.000E-03
-70.200E-03,+2.006250E+00,+812.500E-03,+849.500E-03
-70.100E-03,+2.225000E+00,+875.000E-03,+1.099500E+00
-70.000E-03,+2.318750E+00,+1.093750E+00,+1.474500E+00
-69.900E-03,+2.225000E+00,+1.312500E+00,+1.787000E+00
-69.800E-03,+1.912500E+00,+1.625000E+00,+2.068250E+00
-69.700E-03,+1.600000E+00,+1.843750E+00,+2.255750E+00
-69.600E-03,+1.225000E+00,+2.031250E+00,+2.224500E+00
-69.500E-03,+850.000E-03,+2.093750E+00,+2.099500E+00
-69.400E-03,+600.000E-03,+2.062500E+00,+1.849500E+00
-69.300E-03,+475.000E-03,+1.843750E+00,+1.537000E+00
-69.200E-03,+600.000E-03,+1.593750E+00,+1.162000E+00
-69.100E-03,+850.000E-03,+1.312500E+00,+912.000E-03
-69.000E-03,+1.162500E+00,+1.062500E+00,+724.500E-03
-68.900E-03,+1.568750E+00,+875.000E-03,+662.000E-03
-68.800E-03,+1.912500E+00,+812.500E-03,+724.500E-03
-68.700E-03,+2.193750E+00,+843.750E-03,+1.037000E+00
-68.600E-03,+2.318750E+00,+1.000000E+00,+1.380750E+00
-68.500E-03,+2.256250E+00,+1.218750E+00,+1.724500E+00
-68.400E-03,+2.037500E+00,+1.531250E+00,+1.943250E+00
-68.300E-03,+1.662500E+00,+1.750000E+00,+2.193250E+00
-68.200E-03,+1.287500E+00,+1.968750E+00,+2.193250E+00
-68.100E-03,+943.750E-03,+2.062500E+00,+2.130750E+00
-68.000E-03,+662.500E-03,+2.000000E+00,+1.880750E+00
-67.900E-03,+537.500E-03,+1.875000E+00,+1.599500E+00
-67.800E-03,+568.750E-03,+1.687500E+00,+1.287000E+00
-67.700E-03,+850.000E-03,+1.406250E+00,+943.250E-03
-67.600E-03,+1.131250E+00,+1.125000E+00,+755.750E-03
-67.500E-03,+1.568750E+00,+937.500E-03,+724.500E-03
-67.400E-03,+1.912500E+00,+843.750E-03,+787.000E-03
-67.300E-03,+2.193750E+00,+875.000E-03,+1.005750E+00
-67.200E-03,+2.287500E+00,+968.750E-03,+1.349500E+00
-67.100E-03,+2.256250E+00,+1.218750E+00,+1.693250E+00
-67.000E-03,+2.037500E+00,+1.468750E+00,+1.974500E+00
-66.900E-03,+1.693750E+00,+1.750000E+00,+2.162000E+00
-66.800E-03,+1.287500E+00,+1.937500E+00,+2.224500E+00
-66.700E-03,+912.500E-03,+2.031250E+00,+2.099500E+00
-66.600E-03,+631.250E-03,+2.000000E+00,+1.880750E+00
-66.500E-03,+537.500E-03,+1.843750E+00,+1.599500E+00
-66.400E-03,+600.000E-03,+1.593750E+00,+1.193250E+00
-66.300E-03,+850.000E-03,+1.375000E+00,+943.250E-03
-66.200E-03,+1.193750E+00,+1.093750E+00,+787.000E-03
-66.100E-03,+1.568750E+00,+937.500E-03,+724.500E-03
-66.000E-03,+1.975000E+00,+843.750E-03,+849.500E-03
-65.900E-03,+2.225000E+00,+906.250E-03,+1.099500E+00
-65.800E-03,+2.318750E+00,+1.062500E+00,+1.412000E+00
-65.700E-03,+2.162500E+00,+1.250000E+00,+1.724500E+00
-65.600E-03,+1.943750E+00,+1.562500E+00,+2.005750E+00
-65.500E-03,+1.537500E+00,+1.781250E+00,+2.130750E+00
-65.400E-03,+1.162500E+00,+1.937500E+00,+2.162000E+00
-65.300E-03,+818.750E-03,+2.031250E+00,+2.005750E+00
